precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLORIAN FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","IANCU-SĂLĂJANU DINU-PARTIDUL NAȚIONAL LIBERAL-voturi","CRIŞAN VALERIU-RADU-PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PETER TEODOR-PARTIDUL MIȘCAREA POPULARĂ-voturi","SZILÁGYI RÓBERT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","STANCIU GHEORGHE-PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi"
33,SĂLAJ,"ŞCOALA GENERALĂ",191,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",118,94,0,22,2,73,49,0,22,2,68,5,104,31,20,41,3,4,0,0
33,SĂLAJ,"ŞCOALA GENERALĂ",192,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",115,95,0,20,0,95,75,0,20,0,93,2,124,29,20,49,2,20,1,1
33,SĂLAJ,"ŞCOALA GENERALĂ",193,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",133,111,0,20,2,103,81,0,20,2,101,2,125,22,39,49,2,8,1,2
33,SĂLAJ,"ŞCOALA GENERALĂ",194,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",83,62,3,18,0,63,43,2,18,0,61,2,69,6,19,30,2,9,0,1
33,SĂLAJ,"ŞCOALA GENERALĂ",195,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",67,44,0,23,0,51,28,0,23,0,49,2,59,8,19,22,2,4,1,1
33,SĂLAJ,"ȘCOALA GENERALĂ ”ADY ENDRE” LOMPIRT",292,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",710,667,2,4,37,301,260,0,4,37,291,10,777,476,28,17,0,3,238,5
33,SĂLAJ,"ȘCOALA GENERALĂ BĂDĂCIN",244,PERICEI,142284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",558,540,1,9,8,273,256,0,9,8,265,8,600,327,28,185,6,3,6,37
33,SĂLAJ,"ȘCOALA GENERALĂ BORZA",124,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",160,154,0,6,0,74,68,0,6,0,70,4,168,94,19,30,15,5,0,1
33,SĂLAJ,"ȘCOALA GENERALĂ BOZNA",297,TREZNEA,179631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",214,177,0,23,14,173,136,0,23,14,166,7,229,56,51,58,3,5,1,48
33,SĂLAJ,"ȘCOALA GENERALĂ BREBI",120,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",441,429,1,6,5,224,213,0,6,5,214,10,470,246,93,98,3,8,5,7
33,SĂLAJ,"ȘCOALA GENERALĂ BRUSTURI",122,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",146,134,0,9,3,98,86,0,9,3,96,2,148,50,20,56,5,5,0,10
33,SĂLAJ,"ȘCOALA GENERALĂ CIGLEAN",126,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",117,112,0,5,0,64,59,0,5,0,61,3,117,53,28,19,4,7,1,2
33,SĂLAJ,"ŞCOALA GENERALĂ DOLHENI",197,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",84,54,0,28,2,84,54,0,28,2,76,8,88,4,13,48,2,10,2,1
33,SĂLAJ,"ŞCOALA GENERALĂ ”GEORGE COŞBUC”, CARTIER ORTELEC",38,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1664,1659,0,5,0,694,689,0,5,0,683,11,1817,1123,389,192,30,30,9,33
33,SĂLAJ,"ŞCOALA GENERALĂ LUMINIŞU",198,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",105,65,0,36,4,87,47,0,36,4,83,4,98,11,11,57,5,9,0,1
33,SĂLAJ,"ȘCOALA GENERALĂ LUPOAIA",123,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",241,235,0,5,1,135,129,0,5,1,120,15,264,129,39,65,5,5,1,5
33,SĂLAJ,"ȘCOALA GENERALĂ NR.2 ȘĂRMĂȘAG",290,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1199,1192,1,3,3,371,364,1,3,3,344,27,1326,955,82,74,2,6,176,4
33,SĂLAJ,"ȘCOALA GENERALĂ PRODĂNEȘTI",125,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",201,198,0,3,0,93,90,0,3,0,88,5,220,127,30,41,1,4,4,8
33,SĂLAJ,"ȘCOALA GENERALĂ ”SELYMES PETER” ILIȘUA",291,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",572,513,2,6,51,262,205,0,6,51,258,4,623,361,12,21,0,3,219,3
33,SĂLAJ,"ȘCOALA GIMAZIALĂ COSNICIU DE JOS",200,IP,141722,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",520,513,0,3,4,292,285,0,3,4,276,16,544,252,65,168,33,2,3,5
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",159,GÂLGĂU,141134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",350,326,0,20,4,197,173,0,20,4,191,6,360,163,28,148,2,11,2,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",710,692,1,8,9,488,471,0,8,9,455,33,781,293,175,264,11,4,0,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",300,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",527,512,0,6,9,358,343,0,6,9,351,7,561,203,79,262,3,3,1,3
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",41,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1506,1457,2,5,42,672,629,0,5,38,651,21,1654,982,95,169,7,14,358,8
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ARCHID",112,COŞEIU,140583,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",393,355,1,16,21,300,262,1,16,21,290,10,400,100,11,26,1,1,249,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",87,BENESAT,140244,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",470,440,0,14,16,344,314,0,14,16,325,19,500,156,115,173,8,19,6,4
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ BĂLAN",78,BĂLAN,140146,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",790,739,0,32,19,508,457,0,32,19,482,26,832,324,156,308,6,6,1,5
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ CIZER",108,CIZER,140547,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1362,1307,2,50,3,847,794,0,50,3,779,68,1313,466,275,397,36,31,2,38
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",25,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1192,1178,2,12,0,459,447,0,12,0,452,7,1290,831,158,174,29,24,52,15
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",23,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1498,1487,1,10,0,547,537,0,10,0,531,16,1694,1147,210,213,19,36,37,16
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",24,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1366,1354,0,12,0,432,420,0,12,0,424,8,1573,1141,160,189,22,14,23,16
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",22,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1285,1266,9,10,0,426,416,0,10,0,420,6,1449,1023,178,163,12,21,29,17
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",298,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",716,696,0,5,15,432,412,0,5,15,422,10,801,369,107,255,4,12,34,10
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CUZĂPLAC, NR.242",134,CUZĂPLAC,140869,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",395,378,0,2,15,256,239,0,2,15,240,16,460,204,33,159,1,6,33,8
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ DEJA",262,SĂLĂŢIG,142550,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",983,945,1,10,27,718,681,0,10,27,684,34,1078,360,6,16,2,1,658,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ FETINDIA",228,"MESEŞENII DE JOS",142079,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",152,136,0,15,1,105,89,0,15,1,99,6,167,62,27,46,15,7,3,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",12,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1725,1702,11,10,2,686,674,0,10,2,675,11,1940,1254,241,260,27,22,95,30
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GÎLGĂU ALMAŞULUI",82,BĂLAN,140146,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",884,827,1,43,13,585,528,1,43,13,561,24,908,323,186,351,4,12,2,6
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GIURTELECU ȘIMLEULUI",221,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",704,672,1,13,18,456,425,0,13,18,432,21,750,297,90,321,7,4,9,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GURUSLĂU",175,HERECLEAN,141376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",528,512,0,7,9,282,266,0,7,9,273,9,580,298,9,19,1,6,235,3
33,SĂLAJ,"ȘCOALA GIMNAZIALA HALMĂȘD",167,HALMĂŞD,141312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",862,850,1,2,9,514,503,0,2,9,483,31,965,451,212,235,6,2,0,28
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”HOREA”",56,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1655,1641,0,9,5,750,736,0,9,5,720,30,1827,1077,163,429,20,31,56,21
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU”",17,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1696,1654,6,10,26,515,479,0,10,26,492,23,1902,1387,202,165,22,27,61,15
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ JAC",121,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",574,561,1,3,9,331,319,0,3,9,316,15,600,269,85,207,7,8,1,8
33,SĂLAJ,"ȘCOALĂ GIMNAZIALĂ ”LUCIAN BLAGA” PARTER SALĂ DE CLASĂ NR.1,STR.GAROAFELOR NR.7",50,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1628,1607,2,12,7,754,735,0,12,7,731,23,1835,1081,374,166,25,91,39,36
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ MĂERIȘTE",220,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",599,573,4,11,11,393,368,3,11,11,343,25,650,282,149,170,2,14,2,6
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ MARCUS AURELIUS CREACA",119,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",358,352,0,6,0,181,175,0,6,0,173,8,400,219,55,82,2,10,3,21
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",36,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1656,1635,7,14,0,552,538,0,14,0,547,5,1796,1244,226,194,16,27,60,24
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ NR.1",64,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1431,1421,0,10,0,590,580,0,10,0,481,109,1575,985,340,113,8,8,8,4
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 BORLA",93,BOCŞA,140324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1392,1321,2,7,62,838,769,1,7,61,823,15,1458,620,18,37,1,1,763,3
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 ZALHA",305,ZALHA,143067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",290,200,0,77,13,232,142,0,77,13,226,6,235,3,57,46,2,118,1,2
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”PETRE DULFU” SĂLĂȚIG",260,SĂLĂŢIG,142550,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",389,379,0,5,5,248,238,0,5,5,241,7,440,192,29,134,2,8,65,3
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”PETRE HOSSU”",235,NĂPRADEA,142177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",718,690,1,14,13,451,424,0,14,13,420,31,781,330,173,232,3,5,0,7
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ PLESCA",109,CIZER,140547,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",183,167,0,16,0,112,96,0,16,0,106,6,256,144,15,64,19,2,0,6
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ POIANA BLENCHII",249,"POIANA BLENCHII",142373,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",636,599,0,22,15,430,393,0,22,15,390,40,613,183,134,160,42,45,7,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",15,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1696,1673,6,12,5,631,614,0,12,5,624,7,1914,1283,295,206,21,26,57,19
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",16,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1769,1756,0,13,0,646,633,0,13,0,629,17,7670,5099,242,243,34,39,52,19
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ RUS",257,RUS,142499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",616,563,0,43,10,450,397,0,43,10,425,25,709,259,128,199,5,81,7,5
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”SIMION BĂRNUȚIU”",11,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1496,1457,26,12,1,575,562,0,12,1,565,10,1669,1094,205,219,27,10,78,26
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”SIMION BĂRNUȚIU” BOCȘA",92,BOCŞA,140324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",780,736,0,15,29,510,466,0,15,29,486,24,840,330,95,328,10,14,7,32
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ȘIMIȘNA",294,ŞIMIŞNA,179695,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",773,662,0,80,31,503,392,0,80,31,482,21,750,247,235,234,3,8,1,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ TREZNEA",296,TREZNEA,179631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",707,643,1,51,12,540,477,0,51,12,520,20,700,60,322,105,13,68,1,11
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ” VASILE BREBAN ”” CRIȘENI",131,CRIŞENI,140823,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1533,1485,2,14,32,1025,979,0,14,32,1001,24,1582,557,305,542,24,38,27,65
33,SĂLAJ,"SCOALA GIMNAZIALA ZIMBOR",312,ZIMBOR,143147,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",513,494,3,11,5,318,302,0,11,5,304,14,566,248,55,219,8,3,11,8
33,SĂLAJ,"ȘCOALA HUREZ",188,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",310,285,0,20,5,202,177,0,20,5,193,9,322,120,40,139,2,4,2,6
33,SĂLAJ,"ŞCOALA LEMNIU",207,LETCA,141786,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",378,334,0,41,3,275,231,0,41,3,264,11,370,95,182,60,2,13,2,5
33,SĂLAJ,"ȘCOALA NOUĂ DRIGHIU",170,HALMĂŞD,141312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",311,298,0,7,6,179,166,0,7,6,168,11,337,158,47,110,1,10,0,0
33,SĂLAJ,"ŞCOALA PECEIU, NR. 137",85,BĂNIŞOR,140208,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",743,727,0,14,2,457,441,0,14,2,422,35,800,343,125,252,13,19,1,12
33,SĂLAJ,"ŞCOALA POIENIŢA",77,BĂBENI,140084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",188,164,0,17,7,139,116,0,17,6,129,10,197,58,57,62,0,2,3,5
33,SĂLAJ,"ŞCOALA POSTLICEALĂ SANITARĂ",31,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1351,1335,2,12,2,490,476,0,12,2,468,22,1538,1048,184,170,23,20,51,20
33,SĂLAJ,"ŞCOALA PRIMARĂ",63,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",771,758,1,11,1,367,355,0,11,1,349,18,846,479,58,212,8,64,7,0
33,SĂLAJ,"ŞCOALA PRIMARĂ",104,CARASTELEC,140477,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",40,28,0,11,1,31,19,0,11,1,29,2,50,19,7,15,0,0,6,1
33,SĂLAJ,"ȘCOALA PRIMARĂ",162,GÂRBOU,141232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",221,210,0,7,4,137,126,0,7,4,116,21,231,94,26,49,4,20,6,11
33,SĂLAJ,"ȘCOALA PRIMARĂ",163,GÂRBOU,141232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",275,264,0,8,3,146,135,0,8,3,122,24,293,147,18,44,8,29,1,22
33,SĂLAJ,"ȘCOALA PRIMARĂ",166,GÂRBOU,141232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",83,78,0,4,1,49,44,0,4,1,44,5,83,34,18,11,3,5,1,6
33,SĂLAJ,"ŞCOALA PRIMARĂ BADON",172,HERECLEAN,141376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",586,566,0,8,12,353,333,0,8,12,342,11,645,292,123,137,5,53,14,10
33,SĂLAJ,"ŞCOALA PRIMARĂ BENESAT",86,BENESAT,140244,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",364,331,1,18,14,249,218,0,18,13,241,8,380,131,32,180,7,5,16,1
33,SĂLAJ,"ȘCOALA PRIMARĂ BÎRSA",276,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",90,80,0,6,4,45,35,0,6,4,45,0,90,45,14,24,0,6,0,1
33,SĂLAJ,"ŞCOALA PRIMARĂ BIUŞA",88,BENESAT,140244,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",405,382,0,6,17,298,275,0,6,17,292,6,446,148,48,64,3,8,168,1
33,SĂLAJ,"ȘCOALA PRIMARĂ BULGARI",261,SĂLĂŢIG,142550,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",184,179,0,3,2,122,117,0,3,2,114,3,198,81,38,60,2,3,2,9
33,SĂLAJ,"ŞCOALA PRIMARĂ BUZAŞ",259,RUS,142499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",127,111,0,13,3,91,75,0,13,3,88,3,130,39,24,51,2,9,2,0
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV CRISTOLȚEL",280,SURDUC,142774,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",386,352,0,22,12,274,240,0,22,12,254,20,383,109,98,133,16,5,1,1
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV TURBUȚA",284,SURDUC,142774,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",265,236,0,25,4,160,131,0,25,4,157,3,262,102,17,134,1,2,1,2
33,SĂLAJ,"SCOALA PRIMARA CU CLASELE I-IV",151,"FILDU DE JOS",141081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",340,312,0,21,7,259,231,0,21,7,249,10,345,86,109,131,2,0,3,4
33,SĂLAJ,"ȘCOALA PRIMARĂ DIOȘOD",174,HERECLEAN,141376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",697,648,0,11,38,472,423,0,11,38,458,14,760,288,5,16,1,0,436,0
33,SĂLAJ,"ȘCOALA PRIMARĂ DOMNIN",277,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",271,245,1,12,13,167,142,0,12,13,158,9,295,128,63,88,2,2,1,2
33,SĂLAJ,"ŞCOALA PRIMARĂ FILDU DE JOS",149,"FILDU DE JOS",141081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",200,181,2,16,1,136,119,0,16,1,130,6,193,57,53,50,9,11,2,5
33,SĂLAJ,"ŞCOALA PRIMARĂ FÎNTÎNELE-RUS",258,RUS,142499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",154,141,0,12,1,119,106,0,12,1,111,8,170,51,43,46,2,18,0,2
33,SĂLAJ,"ŞCOALA PRIMARĂ GĂLPÎIA",81,BĂLAN,140146,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",360,311,0,36,13,324,275,0,36,13,267,8,324,49,72,180,1,10,0,4
33,SĂLAJ,"ȘCOALA PRIMARĂ GÎRCEIU",133,CRIŞENI,140823,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",683,661,0,7,15,408,386,0,7,15,377,31,714,306,77,111,35,48,105,1
33,SĂLAJ,"ŞCOALA PRIMARĂ ”IOANICHIE DRUHORA” CHENDREA",80,BĂLAN,140146,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",673,654,1,13,5,438,420,0,13,5,417,21,724,286,196,196,3,2,4,16
33,SĂLAJ,"ŞCOALA PRIMARĂ LEŞMIR",218,MARCA,141946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",327,317,0,5,5,145,135,0,5,5,136,9,352,207,7,44,1,6,75,3
33,SĂLAJ,"SCOALA PRIMARA MESTEACANU",69,ALMAŞU,139982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",282,264,0,12,6,205,187,0,12,6,192,12,301,97,69,97,1,4,13,8
33,SĂLAJ,"ȘCOALA PRIMARĂ MINEU",263,SĂLĂŢIG,142550,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",274,261,1,10,2,143,130,1,10,2,137,6,288,139,23,59,0,2,48,5
33,SĂLAJ,"ŞCOALA PRIMARĂ MUNCEL",128,CRISTOLŢ,140770,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",149,140,0,9,0,99,90,0,9,0,98,1,160,61,31,42,0,18,2,5
33,SĂLAJ,"ȘCOALA PRIMARĂ NOȚIG",264,SĂLĂŢIG,142550,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",275,239,0,6,30,271,235,0,6,30,265,6,413,142,47,195,2,0,12,9
33,SĂLAJ,"ŞCOALA PRIMARĂ POIANA ONŢII",129,CRISTOLŢ,140770,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",83,71,0,11,1,61,49,0,11,1,61,0,90,29,20,15,0,24,2,0
33,SĂLAJ,"ŞCOALA PRIMARĂ PORŢ",217,MARCA,141946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",223,216,0,4,3,152,145,0,4,3,145,7,246,94,31,105,1,4,1,3
33,SĂLAJ,"ȘCOALA PRIMARĂ SIGHETU SILVANIEI",107,CHIEŞD,140501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",408,384,0,22,2,217,193,0,22,2,201,16,424,207,62,103,3,25,1,7
33,SĂLAJ,"ȘCOALA PRIMARĂ SÎRBI",268,SÂG,142612,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",221,213,0,8,0,119,111,0,8,0,110,9,235,116,55,49,0,4,1,1
33,SĂLAJ,"ŞCOALA PRIMARĂ STÎNA",39,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",250,237,0,12,1,118,105,0,12,1,111,7,264,146,54,35,1,5,1,15
33,SĂLAJ,"ŞCOALA PRIMARĂ TETIŞU",152,"FILDU DE JOS",141081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",238,226,0,12,0,159,147,0,12,0,149,10,249,90,23,8,0,3,112,3
