precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLORIAN FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","IANCU-SĂLĂJANU DINU-PARTIDUL NAȚIONAL LIBERAL-voturi","CRIŞAN VALERIU-RADU-PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PETER TEODOR-PARTIDUL MIȘCAREA POPULARĂ-voturi","SZILÁGYI RÓBERT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","STANCIU GHEORGHE-PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi"
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LICURICI”",29,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1750,1734,1,13,2,540,525,0,13,2,520,20,1986,648,212,206,16,31,41,14
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",3,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1548,1525,9,13,1,630,616,0,13,1,616,14,1729,1099,214,200,18,21,124,39
33,SĂLAJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 PERICEI",242,PERICEI,142284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1120,1098,0,6,16,477,455,0,6,16,458,19,1200,723,21,33,20,10,372,2
33,SĂLAJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3",62,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1507,1497,2,8,0,577,569,0,8,0,564,13,1676,1099,115,320,16,20,77,16
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICII ISTEȚI”",32,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1518,1503,1,14,0,525,510,1,14,0,512,13,1707,1182,222,171,20,40,40,19
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",19,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1099,1088,0,11,0,353,342,0,11,0,340,13,1246,893,158,88,13,17,42,22
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",18,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",963,946,0,17,0,301,284,0,17,0,294,7,1078,777,124,102,15,18,18,17
33,SĂLAJ,"GRĂDINIȚA DE COPII NR.3 ȘĂRMĂȘAG",289,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",906,870,0,8,28,485,455,0,8,22,477,8,988,503,6,10,1,2,452,6
33,SĂLAJ,"HOROATU CEHULUI NR. 23 ȘCOALA PRIMARĂ",43,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",145,139,0,4,2,94,88,0,4,2,87,7,168,74,23,43,2,16,1,2
33,SĂLAJ,"IMOBIL PROPRIETATE PRIVATA",271,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",147,132,0,8,7,103,88,0,8,7,91,11,160,57,57,25,4,4,1,0
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",8,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1749,1738,2,8,1,651,642,0,8,1,639,12,1909,1258,203,263,16,24,100,33
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",6,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1890,1872,0,15,3,808,790,0,15,3,796,12,2131,1323,300,318,30,16,88,44
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",7,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1494,1480,1,13,0,549,536,0,13,0,534,15,1688,1139,188,186,34,19,83,24
33,SĂLAJ,"LICEUL DE ARTĂ ”IOAN SIMA”",30,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1603,1591,2,10,0,581,571,0,10,0,568,13,1816,1235,230,210,22,35,55,16
33,SĂLAJ,"LICEUL TEHNOLOGIC",157,GÂLGĂU,141134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",532,500,0,23,9,356,324,0,23,9,336,18,550,194,73,224,19,6,9,5
33,SĂLAJ,"LICEUL TEHNOLOGIC ”GHEORGHE POP DE BĂSEȘTI”",40,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1457,1429,0,7,21,663,635,0,7,21,645,18,1590,927,81,150,19,6,376,13
33,SĂLAJ,"LICEUL TEHNOLOGIC ”IOAN OSSIAN”",57,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1528,1517,2,9,0,669,660,0,9,0,641,28,1680,1011,147,323,13,14,131,13
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",14,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1260,1245,1,14,0,407,393,0,14,0,392,15,1365,958,161,132,26,21,38,14
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",13,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",952,940,0,12,0,334,322,0,12,0,323,11,1050,716,108,117,12,13,56,17
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIAN GOGA”",48,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1468,1457,3,5,3,584,576,0,5,3,573,11,1700,1116,255,159,14,86,38,21
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIASN GOGA”PARTER,SALA DE CLASA NR.2",49,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1271,1252,3,8,8,524,508,0,8,8,506,18,1415,800,172,134,38,49,101,12
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",26,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1481,1469,11,1,0,522,510,11,1,0,513,9,1620,1098,193,203,20,29,51,17
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",28,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1430,1422,0,7,1,463,455,0,7,1,452,11,1633,1170,188,166,25,22,31,20
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",27,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1787,1775,0,12,0,603,591,0,12,0,594,9,2021,1418,249,215,32,35,41,22
33,SĂLAJ,"LICEUL TEORETIC ”GHEORGHE ŞINCAI”",35,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1446,1427,7,11,1,628,616,0,11,1,608,20,1600,972,231,237,22,14,80,24
33,SĂLAJ,"LICEUL TEORETIC ”ION AGÂRBICEANU”",51,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1805,1722,1,16,66,812,730,0,16,66,743,69,1942,1130,293,152,54,94,139,11
33,SĂLAJ,"PIATA AGROALIMENTARA ILEANDA",196,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1025,935,0,76,14,691,601,0,76,14,626,65,1080,389,151,369,33,60,6,7
33,SĂLAJ,"PIAȚA TRANDAFIRILOR NR. 29 CLUBUL COPIILOR",42,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1452,1411,3,3,35,653,615,0,3,35,634,19,1590,937,115,152,9,16,332,10
33,SĂLAJ,PRIMĂRIA,179,HIDA,141447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",813,803,0,5,5,473,463,0,5,5,450,23,885,412,83,323,26,2,6,10
33,SĂLAJ,"PRIMĂRIA BĂNIȘOR, NR. 29",83,BĂNIŞOR,140208,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",567,528,0,27,12,354,315,0,27,12,318,36,591,237,179,105,7,14,0,13
33,SĂLAJ,"PRIMĂRIA BUCIUMI",102,BUCIUMI,140379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1010,912,0,58,40,744,646,0,58,40,689,55,1070,326,348,244,7,48,9,33
33,SĂLAJ,"PRIMĂRIA COMUNEI ALMAŞU",67,ALMAŞU,139982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",846,808,0,17,21,521,483,0,17,21,475,46,888,367,95,220,17,5,91,47
33,SĂLAJ,"PRIMĂRIA COMUNEI BOGHIŞ",96,BOGHIŞ,180037,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1264,1233,0,3,28,694,663,0,3,28,664,30,1390,696,46,39,0,2,577,0
33,SĂLAJ,"PRIMĂRIA COMUNEI CAMĂR",103,CAMĂR,140440,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1323,1275,2,1,45,723,677,0,1,45,677,46,1459,736,32,41,1,3,598,2
33,SĂLAJ,"PRIMĂRIA COMUNEI COŞEIU",111,COŞEIU,140583,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",426,348,0,74,4,305,227,0,74,4,277,28,385,80,71,72,16,39,76,3
33,SĂLAJ,"PRIMĂRIA COMUNEI LETCA",203,LETCA,141786,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",429,391,2,32,4,323,286,1,32,4,311,12,460,137,121,150,3,5,5,27
33,SĂLAJ,"PRIMĂRIA COMUNEI LOZNA",214,LOZNA,141884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",386,314,0,62,10,259,187,0,62,10,251,8,331,72,68,172,5,4,1,1
33,SĂLAJ,"PRIMĂRIA COMUNEI PERICEI",243,PERICEI,142284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1266,1242,2,5,17,690,668,0,5,17,670,20,1370,680,37,40,12,11,564,6
33,SĂLAJ,"PRIMĂRIA COMUNEI VÎRȘOLȚ",303,VÂRŞOLŢ,143021,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",908,854,1,12,41,908,854,1,12,41,829,79,1545,637,49,87,6,19,655,13
33,SĂLAJ,"PRIMĂRIA DRAGU, NR.120",145,DRAGU,141027,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",623,494,0,99,30,485,356,0,99,30,462,22,541,57,146,285,4,20,2,5
33,SĂLAJ,"PRIMĂRIA GÎRBOU",160,GÂRBOU,141232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",465,446,1,10,8,268,250,0,10,8,241,27,530,262,42,115,14,36,9,25
33,SĂLAJ,"PRIMĂRIA MUNICIPIULUI ZALĂU",4,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1207,1196,0,11,0,495,484,0,11,0,480,4,1340,856,192,178,24,20,35,31
33,SĂLAJ,"PRIMĂRIA NĂPRADEA",234,NĂPRADEA,142177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",654,598,1,14,41,445,389,1,14,41,422,23,716,271,115,297,3,3,0,4
33,SĂLAJ,"PRIMĂRIA NUȘFALĂU - SALA DE ȘEDINȚE",241,NUŞFALĂU,142239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1417,1391,5,0,21,815,793,1,0,21,799,16,1503,688,76,71,2,8,635,7
33,SĂLAJ,"PRIMĂRIA SÎG",265,SÂG,142612,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",577,570,0,7,0,285,278,0,7,0,265,20,624,339,74,169,2,11,1,8
33,SĂLAJ,"PRIMĂRIA VECHE MARCA",216,MARCA,141946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1133,1106,1,9,17,667,641,0,9,17,639,28,1260,593,221,329,12,70,2,5
33,SĂLAJ,"SALA DE ŞEDINŢE A PRIMĂRIEI",230,MIRŞID,142122,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",563,541,1,16,5,406,384,1,16,5,390,16,600,194,182,159,11,10,20,8
33,SĂLAJ,"SALA DE SPORT CHIEȘD",106,CHIEŞD,140501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1574,1561,0,11,2,778,765,0,11,2,725,53,1715,937,351,234,15,49,48,28
33,SĂLAJ,"SALA SPORTURILOR",20,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1702,1689,1,12,0,543,531,0,12,0,530,13,1923,1380,220,177,24,31,55,23
33,SĂLAJ,"SALA SPORTURILOR",21,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",1585,1574,0,11,0,519,508,0,11,0,510,9,1797,1278,185,238,19,22,26,20
33,SĂLAJ,"SAT MOTIȘ NR. 228 ȘCOALA GIMNAZIALĂ ”GHEORGHE ȘINCAI”",44,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",601,599,0,2,0,300,298,0,2,0,269,31,660,360,90,138,8,15,16,2
33,SĂLAJ,"SAT NADIȘ NR.127 ȘCOALA PRIMARĂ",45,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",420,402,0,7,11,281,263,0,7,11,270,11,455,174,66,178,5,6,3,12
33,SĂLAJ,"SAT ULCIUG NR.86 CĂMINUL CULTURAL",46,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",765,741,0,8,16,438,414,0,8,16,408,22,820,381,26,168,1,4,209,0
33,SĂLAJ,ȘCOALĂ,168,HALMĂŞD,141312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",241,230,0,4,7,143,132,0,4,7,135,8,255,112,68,58,3,1,3,2
33,SĂLAJ,"ŞCOALA CLIŢ",75,BĂBENI,140084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",187,166,0,14,7,143,123,0,14,6,130,13,196,53,59,56,1,10,1,3
33,SĂLAJ,"ŞCOALA COZLA",205,LETCA,141786,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",201,187,0,10,4,141,127,0,10,4,132,9,210,69,82,40,3,4,2,1
33,SĂLAJ,"ŞCOALA CUCIULAT",206,LETCA,141786,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",142,126,0,6,10,96,80,0,6,10,90,6,150,54,54,35,0,0,1,0
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",233,MIRŞID,142122,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",750,738,0,2,10,462,450,0,2,10,435,27,800,338,228,183,4,8,2,10
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",232,MIRŞID,142122,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",452,441,0,7,4,255,244,0,7,4,246,9,487,232,103,121,8,6,1,7
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",100,BUCIUMI,140379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",179,145,0,27,7,136,102,0,27,7,126,10,175,39,69,43,0,9,3,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",99,BUCIUMI,140379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",408,377,0,21,10,280,249,0,21,10,253,27,1600,480,148,95,1,7,1,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",98,BUCIUMI,140379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",231,215,0,12,4,152,136,0,12,4,142,10,250,98,61,61,1,7,2,10
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",66,AGRIJ,139937,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",305,267,0,30,8,228,190,0,30,8,221,7,314,86,113,96,2,5,1,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",155,GÂLGĂU,141134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",90,82,0,8,0,67,59,0,8,0,64,3,100,33,33,27,2,2,0,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",302,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",327,301,0,12,14,235,209,0,12,14,229,6,340,105,88,130,3,4,3,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",53,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",208,200,0,8,0,106,98,0,8,0,103,3,223,117,66,17,3,9,3,5
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",54,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",308,300,0,5,3,190,182,0,5,3,184,6,337,147,124,41,4,9,1,5
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",154,GÂLGĂU,141134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",294,238,0,48,8,240,184,0,48,8,235,5,280,40,17,207,1,8,0,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",153,GÂLGĂU,141134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",213,174,2,32,5,150,111,2,32,5,142,8,200,50,25,106,1,2,4,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CEACA",306,ZALHA,143067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",198,152,0,38,8,162,116,0,38,8,152,10,164,2,43,66,7,24,7,5
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CHICHIȘA",252,ROMÂNAŞI,142426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",194,186,0,5,3,103,95,0,5,3,100,3,220,117,38,47,5,6,1,3
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CHILIOARA",113,COŞEIU,140583,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",307,233,0,67,7,233,159,0,67,7,219,14,287,54,48,157,0,5,5,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CÎMPIA",95,BOCŞA,140324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",209,200,0,6,3,152,143,0,6,3,149,3,225,73,27,79,6,10,2,25
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIUMĂRNA",253,ROMÂNAŞI,142426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",354,325,1,16,12,202,173,1,16,12,187,15,370,168,47,108,10,10,2,10
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIURENI",308,ZALHA,143067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",141,106,0,33,2,119,84,0,33,2,114,5,120,1,21,52,1,35,5,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CORMENIȘ",212,LOZNA,141884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",137,104,0,32,1,137,104,0,32,1,131,6,175,38,8,106,6,9,1,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CRIȘTELEC",222,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",431,418,3,9,1,222,212,0,9,1,209,13,450,228,71,128,3,3,2,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV DOH",223,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",176,163,0,7,6,115,102,0,7,6,110,5,211,96,55,50,1,1,1,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV GOSTILA",250,"POIANA BLENCHII",142373,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",333,298,0,21,14,229,194,0,21,14,220,9,400,171,122,81,2,10,5,0
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MĂLĂDIA",224,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",163,147,0,11,5,98,82,0,11,5,87,11,212,114,16,60,0,2,1,8
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MIERȚA, NR.97",136,CUZĂPLAC,140869,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",117,108,1,8,0,68,59,1,8,0,64,4,119,51,10,47,0,1,2,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.100",146,DRAGU,141027,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",148,111,0,35,2,114,77,0,35,2,101,13,119,5,20,74,2,4,1,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.117",148,DRAGU,141027,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",320,223,0,91,6,266,169,0,91,6,256,10,301,35,88,150,1,13,1,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV PĂUȘA",254,ROMÂNAŞI,142426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",432,408,1,13,10,254,231,0,13,10,228,26,450,196,79,109,21,3,0,16
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV POARTA SĂLAJULUI",255,ROMÂNAŞI,142426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",393,369,2,15,7,251,229,0,15,7,242,9,420,169,43,163,4,24,1,7
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV ROMITA",256,ROMÂNAŞI,142426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",258,248,0,7,3,116,106,0,7,3,106,10,270,154,34,53,6,9,0,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV -SALA DE EVENIMENTE",215,LOZNA,141884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",177,126,0,46,5,149,98,0,46,5,144,5,175,26,22,116,0,1,5,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV SĂLĂJENI",94,BOCŞA,140324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",456,438,2,8,8,250,234,0,8,8,239,11,490,240,44,166,5,8,8,8
33,SĂLAJ,"ŞCOALA CU CLASELE I - IV SÎNTĂ MĂRIA",272,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",317,297,0,16,4,215,195,0,16,4,194,21,325,110,115,43,24,10,0,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV TĂMAȘA, NR.219",139,CUZĂPLAC,140869,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",253,249,0,4,0,176,172,0,4,0,167,9,261,85,30,123,1,0,1,12
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV ŢĂUDU",72,ALMAŞU,139982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",107,94,0,13,0,85,72,0,13,0,83,2,103,18,13,57,1,1,4,7
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV UILEACU ȘIMLEULUI",225,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",362,356,0,5,1,202,196,0,5,1,192,10,375,173,24,41,2,2,116,7
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA HRANEI",307,ZALHA,143067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",105,65,0,38,2,90,50,0,38,2,88,2,90,0,15,46,5,20,2,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA LUNGĂ",309,ZALHA,143067,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",152,115,0,32,5,125,88,0,32,5,117,8,125,0,12,42,0,61,0,2
33,SĂLAJ,"ȘCOALA DERȘIDA",90,BOBOTA,140280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",761,732,0,18,11,761,732,0,18,11,735,26,1620,859,456,252,6,13,1,7
33,SĂLAJ,"ȘCOALA ELEMENTARĂ VERVEGHIU",144,DOBRIN,140958,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",378,365,1,6,6,184,172,0,6,6,172,12,410,226,10,6,1,5,148,2
33,SĂLAJ,"SCOALA GENERALA",185,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",833,766,0,57,10,482,415,0,57,10,433,49,840,358,67,335,2,11,6,12
33,SĂLAJ,"ŞCOALA GENERALĂ",180,HIDA,141447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",425,422,0,3,0,171,168,0,3,0,155,16,469,298,48,95,3,2,2,5
33,SĂLAJ,"ŞCOALA GENERALĂ",181,HIDA,141447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",242,239,0,3,0,149,146,0,3,0,142,7,264,115,22,109,3,2,1,5
33,SĂLAJ,"ŞCOALA GENERALĂ",184,HIDA,141447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",40,27,0,13,0,25,12,0,13,0,24,1,30,5,5,14,2,1,1,1
33,SĂLAJ,"ŞCOALA GENERALĂ",189,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",181,152,2,24,3,136,108,1,24,3,129,7,172,36,55,50,5,16,1,2
33,SĂLAJ,"ŞCOALA GENERALĂ",190,ILEANDA,141580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2020-09-28 12:00:01",74,56,0,17,1,74,56,0,17,1,69,5,94,20,23,32,0,12,0,2
